"datetime","response","response_time","stim","total_responses","workerId","count_test_stimpres","response_test_response","response_time_test_response","st_corr","type","tq"
"Tue May 05 2020 10","left","1398","p5sarrsha1.png","169","1696","93","left","1398",0,"sarrsha","fam"
"Tue May 05 2020 10","right","1192","p1sarr3.png","170","1696","94","right","1192",0,"sarr","new"
"Tue May 05 2020 10","left","2171","p1sarr1.png","171","1696","95","left","2171",0,"sarr","fam"
"Tue May 05 2020 10","down","1342","p2sarr4.png","172","1696","96","down","1342",0,"sarr","new"
"Tue May 05 2020 10","right","681","p1sarrshacol1.png","173","1696","97","right","681",0,"sarrshacol","fam"
"Tue May 05 2020 10","down","1366","p3sarrshacol4.png","174","1696","98","down","1366",0,"sarrshacol","new"
"Tue May 05 2020 10","right","1122","p5sarrshacol1.png","175","1696","99","right","1122",0,"sarrshacol","fam"
"Tue May 05 2020 10","None","3012","p6sarr1.png","1","1693",NA,NA,NA,0,"diffarr","x"
"Tue May 05 2020 10","None","3006","prototype3.png","2","1693",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","right","2352","p3sarr1.png","3","1693",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","2765","p9sarr2.png","4","1693",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","None","3009","p4sarr2.png","5","1693",NA,NA,NA,0,"sarr","x"
"Tue May 05 2020 10","right","1470","p4sarrshacol2.png","6","1693",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","left","2619","p5sarrsha2.png","7","1693",NA,NA,NA,0,"sarrsha","x"
"Tue May 05 2020 10","None","3010","p2sarr1.png","8","1693",NA,NA,NA,0,"sarr","x"
"Tue May 05 2020 10","None","3012","prototype4.png","9","1693",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","left","2218","p5sarrsha1.png","10","1693",NA,NA,NA,0,"sarrsha","x"
"Tue May 05 2020 10","right","2558","p5sarrcol1.png","11","1693",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","1417","p8sarr2.png","12","1693",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","None","3010","p5sarrshacol2.png","13","1693",NA,NA,NA,0,"sarrshacol","x"
"Tue May 05 2020 10","left","2146","p8sarr1.png","14","1693",NA,NA,NA,0,"diffarr","x"
"Tue May 05 2020 10","None","3007","p3sarrcol1.png","15","1693",NA,NA,NA,0,"sarrcol","x"
"Tue May 05 2020 10","None","3015","prototype1.png","16","1693",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","None","3011","p2sarr2.png","17","1693",NA,NA,NA,0,"sarr","x"
"Tue May 05 2020 10","right","1692","p3sarrsha2.png","18","1693",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","left","2710","prototype4.png","19","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","left","1603","p3sarrsha1.png","20","1693",NA,NA,NA,0,"sarrsha","x"
"Tue May 05 2020 10","None","3014","prototype2.png","21","1693",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","right","1189","p4sarrcol2.png","22","1693",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","None","3010","p5sarrshacol1.png","23","1693",NA,NA,NA,0,"sarrshacol","x"
"Tue May 05 2020 10","left","2037","prototype2.png","24","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1748","p4sarrsha2.png","25","1693",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","None","3008","p9sarr1.png","26","1693",NA,NA,NA,0,"diffarr","x"
"Tue May 05 2020 10","None","3012","prototype1.png","27","1693",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","right","1491","p4sarrcol1.png","28","1693",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","left","2420","prototype4.png","29","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","None","3013","prototype5.png","30","1693",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","None","3008","p5sarrcol2.png","31","1693",NA,NA,NA,0,"sarrcol","x"
"Tue May 05 2020 10","right","1397","p2sarrsha2.png","32","1693",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","right","1996","p5sarr1.png","33","1693",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","None","3010","p3sarrshacol1.png","34","1693",NA,NA,NA,0,"sarrshacol","x"
"Tue May 05 2020 10","None","3013","prototype1.png","35","1693",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","None","3009","p4sarrshacol1.png","36","1693",NA,NA,NA,0,"sarrshacol","x"
"Tue May 05 2020 10","left","2166","prototype3.png","37","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","left","1665","prototype3.png","38","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1055","p7sarr1.png","39","1693",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","right","1864","p1sarrsha1.png","40","1693",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","right","1561","prototype5.png","41","1693",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","None","3008","p3sarrshacol2.png","42","1693",NA,NA,NA,0,"sarrshacol","x"
"Tue May 05 2020 10","right","1275","p3sarrcol2.png","43","1693",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","2744","p3sarr2.png","44","1693",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","None","3009","p2sarrsha1.png","45","1693",NA,NA,NA,0,"sarrsha","x"
"Tue May 05 2020 10","right","2880","p4sarrsha1.png","46","1693",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","right","1130","p1sarrcol1.png","47","1693",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","None","3010","p1sarrsha2.png","48","1693",NA,NA,NA,0,"sarrsha","x"
"Tue May 05 2020 10","right","1488","p7sarr2.png","49","1693",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","right","2391","p4sarr1.png","50","1693",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","1014","p10sarr1.png","51","1693",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","left","2863","prototype3.png","52","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1469","p1sarr1.png","53","1693",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","1619","p1sarrcol2.png","54","1693",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","1217","p2sarrcol2.png","55","1693",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","left","1509","prototype4.png","56","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1416","p2sarrshacol1.png","57","1693",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","left","1884","prototype5.png","58","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","left","2024","prototype2.png","59","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","left","1853","prototype5.png","60","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1216","p1sarrshacol2.png","61","1693",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","right","1146","p2sarrcol1.png","62","1693",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","1132","p5sarr2.png","63","1693",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","1513","p10sarr2.png","64","1693",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","left","2771","prototype1.png","65","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","left","2834","prototype4.png","66","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1001","p2sarrshacol2.png","67","1693",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","right","2157","p1sarr2.png","68","1693",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","1989","p6sarr2.png","69","1693",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","left","1557","prototype2.png","70","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1071","p1sarrshacol1.png","71","1693",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","left","1885","prototype1.png","72","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","left","1761","prototype5.png","73","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","left","2409","prototype3.png","74","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","left","1495","prototype2.png","75","1693",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","None","3008","p5sarrsha3.png","76","1693","0","None","3008",0,"sarrsha","new"
"Tue May 05 2020 10","right","2653","p2sarrshacol1.png","77","1693","1","right","2653",0,"sarrshacol","fam"
"Tue May 05 2020 10","right","2359","p4sarr4.png","78","1693","2","right","2359",0,"sarr","new"
"Tue May 05 2020 10","right","1318","p5sarrsha2.png","79","1693","3","right","1318",0,"sarrsha","fam"
"Tue May 05 2020 10","right","1339","p7sarr2.png","80","1693","4","right","1339",0,"diffarr","fam"
"Tue May 05 2020 10","right","1865","p1sarrsha4.png","81","1693","5","right","1865",0,"sarrsha","new"
"Tue May 05 2020 10","right","1435","p3sarrcol2.png","82","1693","6","right","1435",0,"sarrcol","fam"
"Tue May 05 2020 10","right","1609","p3sarrcol3.png","83","1693","7","right","1609",0,"sarrcol","new"
"Tue May 05 2020 10","right","2811","p1sarrsha1.png","84","1693","8","right","2811",0,"sarrsha","fam"
"Tue May 05 2020 10","right","1355","p4sarr1.png","85","1693","9","right","1355",0,"sarr","fam"
"Tue May 05 2020 10","right","1684","p9sarr2.png","86","1693","10","right","1684",0,"diffarr","fam"
"Tue May 05 2020 10","right","1004","p1sarr2.png","87","1693","11","right","1004",0,"sarr","fam"
"Tue May 05 2020 10","down","2644","p3sarrcol4.png","88","1693","12","down","2644",0,"sarrcol","new"
"Tue May 05 2020 10","right","1276","p2sarrshacol2.png","89","1693","13","right","1276",0,"sarrshacol","fam"
"Tue May 05 2020 10","right","1262","p6sarr1.png","90","1693","14","right","1262",0,"diffarr","fam"
"Tue May 05 2020 10","right","2112","p4sarrshacol3.png","91","1693","15","right","2112",0,"sarrshacol","new"
"Tue May 05 2020 10","None","3004","p4sarrshacol4.png","92","1693","16","None","3004",0,"sarrshacol","new"
"Tue May 05 2020 10","right","1963","p2sarrcol1.png","93","1693","17","right","1963",0,"sarrcol","fam"
"Tue May 05 2020 10","right","1544","p1sarr4.png","94","1693","18","right","1544",0,"sarr","new"
"Tue May 05 2020 10","right","1216","p10sarr1.png","95","1693","19","right","1216",0,"diffarr","fam"
"Tue May 05 2020 10","right","1210","p8sarr3.png","96","1693","20","right","1210",0,"diffarr","new"
"Tue May 05 2020 10","right","910","p9sarr4.png","97","1693","21","right","910",0,"diffarr","new"
"Tue May 05 2020 10","down","2445","p5sarrcol2.png","98","1693","22","down","2445",0,"sarrcol","fam"
"Tue May 05 2020 10","right","1025","p7sarr4.png","99","1693","23","right","1025",0,"diffarr","new"
"Tue May 05 2020 10","right","1587","p3sarrsha3.png","100","1693","24","right","1587",0,"sarrsha","new"
"Tue May 05 2020 10","right","1891","p8sarr4.png","101","1693","25","right","1891",0,"diffarr","new"
"Tue May 05 2020 10","left","2783","p2sarrshacol4.png","102","1693","26","left","2783",0,"sarrshacol","new"
"Tue May 05 2020 10","None","3016","p4sarrshacol1.png","103","1693","27","None","3016",0,"sarrshacol","fam"
"Tue May 05 2020 10","None","3001","p1sarrshacol3.png","105","1693","28","None","3001",0,"sarrshacol","new"
"Tue May 05 2020 10","down","1831","p2sarrsha1.png","106","1693","29","down","1831",0,"sarrsha","fam"
"Tue May 05 2020 10","None","3008","p3sarr2.png","108","1693","30","None","3008",0,"sarr","fam"
"Tue May 05 2020 10","left","2449","p3sarrshacol3.png","109","1693","31","left","2449",0,"sarrshacol","new"
"Tue May 05 2020 10","right","2337","p2sarrcol4.png","110","1693","32","right","2337",0,"sarrcol","new"
"Tue May 05 2020 10","left","1196","p5sarrcol1.png","111","1693","33","left","1196",0,"sarrcol","fam"
"Tue May 05 2020 10","left","1506","p8sarr2.png","112","1693","34","left","1506",0,"diffarr","fam"
"Tue May 05 2020 10","right","2777","p5sarr3.png","113","1693","35","right","2777",0,"sarr","new"
"Tue May 05 2020 10","right","1602","p7sarr1.png","114","1693","36","right","1602",0,"diffarr","fam"
"Tue May 05 2020 10","left","2463","p1sarrcol4.png","115","1693","37","left","2463",0,"sarrcol","new"
"Tue May 05 2020 10","left","1293","p3sarrsha4.png","116","1693","38","left","1293",0,"sarrsha","new"
"Tue May 05 2020 10","down","2366","p3sarr1.png","117","1693","39","down","2366",0,"sarr","fam"
"Tue May 05 2020 10","left","1397","p2sarrsha3.png","118","1693","40","left","1397",0,"sarrsha","new"
"Tue May 05 2020 10","right","2362","p9sarr3.png","119","1693","41","right","2362",0,"diffarr","new"
"Tue May 05 2020 10","right","2486","p10sarr4.png","120","1693","42","right","2486",0,"diffarr","new"
"Tue May 05 2020 10","right","2547","p4sarrcol1.png","121","1693","43","right","2547",0,"sarrcol","fam"
"Tue May 05 2020 10","down","2347","p5sarrshacol4.png","122","1693","44","down","2347",0,"sarrshacol","new"
"Tue May 05 2020 10","None","3004","p3sarr3.png","123","1693","45","None","3004",0,"sarr","new"
"Tue May 05 2020 10","right","2775","p2sarr3.png","124","1693","46","right","2775",0,"sarr","new"
"Tue May 05 2020 10","left","2194","p4sarr2.png","125","1693","47","left","2194",0,"sarr","fam"
"Tue May 05 2020 10","down","2382","p2sarrshacol3.png","126","1693","48","down","2382",0,"sarrshacol","new"
"Tue May 05 2020 10","right","1615","p2sarrcol2.png","127","1693","49","right","1615",0,"sarrcol","fam"
"Tue May 05 2020 10","left","1405","p4sarrsha3.png","128","1693","50","left","1405",0,"sarrsha","new"
"Tue May 05 2020 10","right","2672","p4sarrsha1.png","129","1693","51","right","2672",0,"sarrsha","fam"
"Tue May 05 2020 10","left","1702","p5sarrshacol3.png","130","1693","52","left","1702",0,"sarrshacol","new"
"Tue May 05 2020 10","right","1210","p5sarrshacol2.png","131","1693","53","right","1210",0,"sarrshacol","fam"
"Tue May 05 2020 10","right","1756","p1sarrsha3.png","132","1693","54","right","1756",0,"sarrsha","new"
"Tue May 05 2020 10","right","1010","p3sarrshacol2.png","133","1693","55","right","1010",0,"sarrshacol","fam"
"Tue May 05 2020 10","right","817","p10sarr2.png","134","1693","56","right","817",0,"diffarr","fam"
"Tue May 05 2020 10","down","2331","p5sarrcol3.png","135","1693","57","down","2331",0,"sarrcol","new"
"Tue May 05 2020 10","right","1107","p5sarr4.png","136","1693","58","right","1107",0,"sarr","new"
"Tue May 05 2020 10","left","1613","p3sarrsha1.png","137","1693","59","left","1613",0,"sarrsha","fam"
"Tue May 05 2020 10","right","976","p5sarr1.png","138","1693","60","right","976",0,"sarr","fam"
"Tue May 05 2020 10","right","2550","p1sarrcol2.png","139","1693","61","right","2550",0,"sarrcol","fam"
"Tue May 05 2020 10","right","1072","p6sarr4.png","140","1693","62","right","1072",0,"diffarr","new"
"Tue May 05 2020 10","right","1024","p6sarr3.png","141","1693","63","right","1024",0,"diffarr","new"
"Tue May 05 2020 10","right","778","p4sarr3.png","142","1693","64","right","778",0,"sarr","new"
"Tue May 05 2020 10","right","2216","p1sarrsha2.png","143","1693","65","right","2216",0,"sarrsha","fam"
"Tue May 05 2020 10","right","1546","p2sarrsha4.png","144","1693","66","right","1546",0,"sarrsha","new"
"Tue May 05 2020 10","right","1106","p3sarrcol1.png","145","1693","67","right","1106",0,"sarrcol","fam"
"Tue May 05 2020 10","down","2116","p2sarrsha2.png","146","1693","68","down","2116",0,"sarrsha","fam"
"Tue May 05 2020 10","right","1248","p6sarr2.png","147","1693","69","right","1248",0,"diffarr","fam"
"Tue May 05 2020 10","right","2418","p1sarrshacol2.png","148","1693","70","right","2418",0,"sarrshacol","fam"
"Tue May 05 2020 10","right","2006","p4sarrsha2.png","149","1693","71","right","2006",0,"sarrsha","fam"
"Tue May 05 2020 10","right","1112","p2sarrcol3.png","150","1693","72","right","1112",0,"sarrcol","new"
"Tue May 05 2020 10","right","1102","p4sarrcol2.png","151","1693","73","right","1102",0,"sarrcol","fam"
"Tue May 05 2020 10","left","2028","p5sarrsha4.png","152","1693","74","left","2028",0,"sarrsha","new"
"Tue May 05 2020 10","right","1749","p4sarrcol3.png","153","1693","75","right","1749",0,"sarrcol","new"
"Tue May 05 2020 10","down","2728","p2sarr2.png","154","1693","76","down","2728",0,"sarr","fam"
"Tue May 05 2020 10","left","2188","p5sarr2.png","155","1693","77","left","2188",0,"sarr","fam"
"Tue May 05 2020 10","right","2460","p7sarr3.png","156","1693","78","right","2460",0,"diffarr","new"
"Tue May 05 2020 10","right","1901","p5sarrcol4.png","157","1693","79","right","1901",0,"sarrcol","new"
"Tue May 05 2020 10","right","2292","p10sarr3.png","158","1693","80","right","2292",0,"diffarr","new"
"Tue May 05 2020 10","right","934","p9sarr1.png","159","1693","81","right","934",0,"diffarr","fam"
"Tue May 05 2020 10","right","2808","p1sarrcol3.png","160","1693","82","right","2808",0,"sarrcol","new"
"Tue May 05 2020 10","right","1284","p4sarrsha4.png","161","1693","83","right","1284",0,"sarrsha","new"
"Tue May 05 2020 10","None","3010","p4sarrshacol2.png","162","1693","84","None","3010",0,"sarrshacol","fam"
"Tue May 05 2020 10","right","1200","p3sarr4.png","163","1693","85","right","1200",0,"sarr","new"
"Tue May 05 2020 10","down","1594","p2sarr1.png","164","1693","86","down","1594",0,"sarr","fam"
"Tue May 05 2020 10","right","1286","p3sarrshacol1.png","165","1693","87","right","1286",0,"sarrshacol","fam"
"Tue May 05 2020 10","right","866","p8sarr1.png","166","1693","88","right","866",0,"diffarr","fam"
"Tue May 05 2020 10","right","879","p3sarrsha2.png","167","1693","89","right","879",0,"sarrsha","fam"
"Tue May 05 2020 10","right","1331","p1sarrcol1.png","168","1693","90","right","1331",0,"sarrcol","fam"
"Tue May 05 2020 10","down","2700","p1sarrshacol4.png","169","1693","91","down","2700",0,"sarrshacol","new"
"Tue May 05 2020 10","right","1152","p4sarrcol4.png","170","1693","92","right","1152",0,"sarrcol","new"
"Tue May 05 2020 10","right","1116","p5sarrsha1.png","171","1693","93","right","1116",0,"sarrsha","fam"
"Tue May 05 2020 10","right","945","p1sarr3.png","172","1693","94","right","945",0,"sarr","new"
"Tue May 05 2020 10","right","933","p1sarr1.png","173","1693","95","right","933",0,"sarr","fam"
"Tue May 05 2020 10","down","1996","p2sarr4.png","174","1693","96","down","1996",0,"sarr","new"
"Tue May 05 2020 10","down","2663","p1sarrshacol1.png","175","1693","97","down","2663",0,"sarrshacol","fam"
"Tue May 05 2020 10","right","1633","p3sarrshacol4.png","176","1693","98","right","1633",0,"sarrshacol","new"
"Tue May 05 2020 10","right","2162","p5sarrshacol1.png","177","1693","99","right","2162",0,"sarrshacol","fam"
"Tue May 05 2020 10","right","1026","p6sarr1.png","1","1687",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","left","1116","prototype3.png","2","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","930","p3sarr1.png","3","1687",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","1091","p9sarr2.png","4","1687",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","right","1181","p4sarr2.png","5","1687",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","1480","p4sarrshacol2.png","6","1687",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","right","2144","p5sarrsha2.png","7","1687",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","right","1357","p2sarr1.png","8","1687",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","left","1340","prototype4.png","9","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1568","p5sarrsha1.png","10","1687",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","right","957","p5sarrcol1.png","11","1687",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","1329","p8sarr2.png","12","1687",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","right","1642","p5sarrshacol2.png","13","1687",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","right","724","p8sarr1.png","14","1687",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","right","1699","p3sarrcol1.png","15","1687",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","835","prototype1.png","16","1687",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","None","3012","p2sarr2.png","17","1687",NA,NA,NA,0,"sarr","x"
"Tue May 05 2020 10","right","1137","p3sarrsha2.png","18","1687",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","left","1058","prototype4.png","19","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","None","3013","p3sarrsha1.png","20","1687",NA,NA,NA,0,"sarrsha","x"
"Tue May 05 2020 10","left","2278","prototype2.png","21","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1011","p4sarrcol2.png","22","1687",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","None","3012","p5sarrshacol1.png","23","1687",NA,NA,NA,0,"sarrshacol","x"
"Tue May 05 2020 10","left","820","prototype2.png","24","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1799","p4sarrsha2.png","25","1687",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","right","864","p9sarr1.png","26","1687",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","left","1323","prototype1.png","27","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","679","p4sarrcol1.png","28","1687",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","left","1278","prototype4.png","29","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","753","prototype5.png","30","1687",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","right","1336","p5sarrcol2.png","31","1687",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","909","p2sarrsha2.png","32","1687",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","right","1184","p5sarr1.png","33","1687",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","1651","p3sarrshacol1.png","34","1687",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","left","1512","prototype1.png","35","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1591","p4sarrshacol1.png","36","1687",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","left","1032","prototype3.png","37","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","322","prototype3.png","38","1687",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","right","2138","p7sarr1.png","39","1687",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","right","1540","p1sarrsha1.png","40","1687",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","right","1379","prototype5.png","41","1687",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","right","923","p3sarrshacol2.png","42","1687",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","right","1111","p3sarrcol2.png","43","1687",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","727","p3sarr2.png","44","1687",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","1232","p2sarrsha1.png","45","1687",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","right","2200","p4sarrsha1.png","46","1687",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","right","964","p1sarrcol1.png","47","1687",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","1613","p1sarrsha2.png","48","1687",NA,NA,NA,1,"sarrsha","x"
"Tue May 05 2020 10","right","728","p7sarr2.png","49","1687",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","right","1231","p4sarr1.png","50","1687",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","713","p10sarr1.png","51","1687",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","left","789","prototype3.png","52","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1225","p1sarr1.png","53","1687",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","800","p1sarrcol2.png","54","1687",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","466","p2sarrcol2.png","55","1687",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","583","prototype4.png","56","1687",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","right","830","p2sarrshacol1.png","57","1687",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","right","872","prototype5.png","58","1687",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","left","860","prototype2.png","59","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","735","prototype5.png","60","1687",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","right","676","p1sarrshacol2.png","61","1687",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","right","575","p2sarrcol1.png","62","1687",NA,NA,NA,1,"sarrcol","x"
"Tue May 05 2020 10","right","790","p5sarr2.png","63","1687",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","583","p10sarr2.png","64","1687",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","right","478","prototype1.png","65","1687",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","left","2047","prototype4.png","66","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","1133","p2sarrshacol2.png","67","1687",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","right","822","p1sarr2.png","68","1687",NA,NA,NA,1,"sarr","x"
"Tue May 05 2020 10","right","637","p6sarr2.png","69","1687",NA,NA,NA,1,"diffarr","x"
"Tue May 05 2020 10","left","2586","prototype2.png","70","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","2820","p1sarrshacol1.png","71","1687",NA,NA,NA,1,"sarrshacol","x"
"Tue May 05 2020 10","left","1403","prototype1.png","72","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","right","776","prototype5.png","73","1687",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","right","2585","prototype3.png","74","1687",NA,NA,NA,0,"prototype","x"
"Tue May 05 2020 10","left","937","prototype2.png","75","1687",NA,NA,NA,1,"prototype","x"
"Tue May 05 2020 10","None","3011","p5sarrsha3.png","76","1687","0","None","3011",0,"sarrsha","new"
"Tue May 05 2020 10","right","2534","p2sarrshacol1.png","77","1687","1","right","2534",0,"sarrshacol","fam"
"Tue May 05 2020 10","right","1336","p4sarr4.png","78","1687","2","right","1336",0,"sarr","new"
"Tue May 05 2020 10","left","1630","p5sarrsha2.png","79","1687","3","left","1630",0,"sarrsha","fam"
"Tue May 05 2020 10","left","945","p7sarr2.png","80","1687","4","left","945",0,"diffarr","fam"
"Tue May 05 2020 10","right","1761","p1sarrsha4.png","81","1687","5","right","1761",0,"sarrsha","new"
"Tue May 05 2020 10","left","1625","p3sarrcol2.png","82","1687","6","left","1625",0,"sarrcol","fam"
"Tue May 05 2020 10","None","3014","p3sarrcol3.png","83","1687","7","None","3014",0,"sarrcol","new"
"Tue May 05 2020 10","left","1563","p1sarrsha1.png","84","1687","8","left","1563",0,"sarrsha","fam"
"Tue May 05 2020 10","right","2061","p4sarr1.png","85","1687","9","right","2061",0,"sarr","fam"
