acc,accuracy,average_response_time,avg_rt,background,bidi,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_number_input_1,correct_study_response,count_end,count_experiment,count_famrecall,count_get_input_loop_1,count_get_input_sequence_1,count_init_1,count_neptun_textinput,count_number_input_1,count_osweb,count_prestudy,count_prestudy_isi,count_prestudy_sequence,count_prestudy_stimpres,count_process_input_1,count_recall,count_recallcounter,count_recalltest_start,count_show_input_1,count_start,count_study,count_study_getresptime,count_study_isi,count_study_logger,count_study_response,count_study_sequence,count_study_start,count_study_stimp2,count_study_stimpres,count_test,count_test_start,count_textinp_1,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,empty_column,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,fampict,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,multichar_knowresp,opensesame_codename,opensesame_version,p2dur,penwidth,repeat_cycle,response,response_number_input_1,response_start,response_study_response,response_study_start,response_time,response_time_number_input_1,response_time_start,response_time_study_response,response_time_study_start,round_decimals,rtnr,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stim,subject_nr,subject_parity,system_os,time_famrecall,time_get_input_loop_1,time_init_1,time_number_input_1,time_prestudy,time_prestudy_isi,time_prestudy_stimpres,time_process_input_1,time_show_input_1,time_start,time_study,time_study_getresptime,time_study_isi,time_study_logger,time_study_response,time_study_start,time_study_stimp2,time_study_stimpres,time_test,time_textinp_1,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
0,0,1232,1232,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,9,9,9,9,9,0,9,9,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,0,1,0,None,enter,space,None,space,3014,5115,17871,3014,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,p4sarr2.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,197405,197406,198921,194391,131385,197406,194391,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,36955,30,yes,1366
0,0,1245,1245,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,10,10,10,10,10,0,10,10,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,1365,1,0,left,enter,space,left,space,1635,5115,17871,1635,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,prototype3.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,200571,201938,203455,198924,131385,200572,198924,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,38590,31,yes,1366
0,0,1234,1234,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,11,11,11,11,11,0,11,11,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,2092,1,0,right,enter,space,right,space,908,5115,17871,908,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,p8sarr2.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,204372,206472,207988,203458,131385,204372,203458,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,39498,32,yes,1366
0,0,1252,1252,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,12,12,12,12,12,0,12,12,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,1177,1,0,right,enter,space,right,space,1823,5115,17871,1823,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,p3sarrcol1.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,209822,211005,212522,207992,131385,209822,207992,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,41321,33,yes,1366
0,0,1255,1255,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,13,13,13,13,13,0,13,13,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,1639,1,0,left,enter,space,left,space,1361,5115,17871,1361,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,prototype1.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,213889,215539,217055,212526,131385,213889,212526,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,42682,34,yes,1366
0,0,1261,1261,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,14,14,14,14,14,0,14,14,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,1553,1,0,right,enter,space,right,space,1447,5115,17871,1447,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,p4sarr1.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,218522,220089,221606,217064,131385,218523,217064,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,44129,35,yes,1366
0,0,1310,1310,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,15,15,15,15,15,0,15,15,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,0,1,0,None,enter,space,None,space,3013,5115,17871,3013,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,p1sarrshacol2.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,224622,224623,226139,221609,131385,224623,221609,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,47142,36,yes,1366
0,0,1322,1322,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,16,16,16,16,16,0,16,16,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,1223,1,0,right,enter,space,right,space,1777,5115,17871,1777,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,p2sarrcol2.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,227923,229156,230673,226142,131385,227923,226142,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,48919,37,yes,1366
0,0,1311,1311,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,17,17,17,17,17,0,17,17,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,2117,1,0,left,enter,space,left,space,883,5115,17871,883,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,prototype4.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,231573,233706,235223,230676,131385,231573,230676,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,49802,38,yes,1366
0,0,1319,1319,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,18,18,18,18,18,0,18,18,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,1378,1,0,left,enter,space,left,space,1622,5115,17871,1622,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,prototype1.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,236856,238240,239756,235225,131385,236857,235225,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,51424,39,yes,1366
0,0,1313,1313,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,19,19,19,19,19,0,19,19,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,1913,1,0,right,enter,space,right,space,1087,5115,17871,1087,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,p3sarrsha2.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,240857,242773,244290,239759,131385,240857,239759,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,52511,40,yes,1366
0,0,1306,1306,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,20,20,20,20,20,0,20,20,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,1957,1,0,left,enter,space,left,space,1043,5115,17871,1043,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,prototype1.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,245340,247307,248823,244292,131385,245340,244292,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,53554,41,yes,1366
0,0,1300,1300,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,19,0,0,19,0,0,19,19,19,19,0,0,0,19,0,0,21,21,21,21,21,0,21,21,0,0,0,13-10-23,13-10-23,17:31:23,Mon Nov 13 2023 17:31:23 GMT+0100 (közép-európai téli idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype3.png,no,mono,no,18,no,black,no,no,768,2291,3.5.8,legacy,xpyriment,d8bq7g,osweb,1.4.0,1940,1,0,right,enter,space,right,space,1060,5115,17871,1060,22142,2,0,legacy,1040,1920,24,1080,24,0,0,1920,1699893176773,1024,2,48000,-16,experiment,p2sarrshacol2.png,0,even,Win32,98,98,71,17716,98,129869,126852,22831,17716,22832,98,249890,251840,253357,248827,131385,249891,248827,98,22831,GNET_4stim_recallt_idinput_-_STUDY,0,54614,42,yes,1366
